iter	AUC	Logloss
883	0.7875320017	0.3971064128
884	0.7875337899	0.3971025065
885	0.7875344157	0.3970985677
886	0.787537396	0.3970955729
887	0.7875386775	0.3970915365
888	0.7875440121	0.397087793
889	0.7875485122	0.397083431
890	0.7875618637	0.3970730794
891	0.787563324	0.3970698242
892	0.7875729799	0.3970633138
893	0.7875791788	0.3970587891
894	0.7875822186	0.3970550781
895	0.7875798047	0.3970512044
896	0.7875831425	0.3970477539
897	0.7875829339	0.3970435872
898	0.7875874043	0.3970390625
899	0.7875930071	0.3970356445
900	0.7875956893	0.3970318685
901	0.7876013219	0.3970263021
902	0.7876061797	0.3970213542
903	0.7876133621	0.3970160482
904	0.7876159251	0.3970128255
905	0.7876172662	0.3970096354
906	0.7876186669	0.3970064128
907	0.7876271009	0.3970009766
908	0.7876322567	0.3969958008
909	0.7876346409	0.3969932943
910	0.7876331806	0.3969898112
911	0.7876361012	0.3969867188
912	0.7876393199	0.3969820638
913	0.7876416147	0.3969785482
914	0.7876470089	0.3969728841
915	0.7876463532	0.3969690755
916	0.7876480222	0.3969648763
917	0.7876490355	0.3969611328
918	0.787651062	0.3969581706
919	0.7876529098	0.3969549479
920	0.7876562774	0.3969519531
921	0.7876588702	0.3969482747
922	0.7876642048	0.3969441732
923	0.7876667976	0.3969393229
924	0.7876700759	0.3969358073
925	0.7876716554	0.3969332682
926	0.7876713276	0.3969296875
927	0.7876743078	0.3969269206
928	0.7876799107	0.3969235026
929	0.7876831889	0.3969191406
930	0.7876888812	0.3969142578
931	0.7876942754	0.3969108073
932	0.7877073884	0.3969024414
933	0.7877142429	0.3968972982
934	0.7877190709	0.3968934245
935	0.7877174616	0.3968900065
936	0.7877236009	0.3968860677
937	0.7877244353	0.3968836589
938	0.7877281606	0.3968807617
939	0.7877346575	0.3968765951
940	0.7877469957	0.3968685547
941	0.7877484262	0.3968649414
942	0.7877569199	0.3968592448
943	0.7877665758	0.3968533854
944	0.7877659202	0.3968499023
945	0.7877690792	0.3968463867
946	0.7877730131	0.3968433594
947	0.7877726555	0.3968394531
948	0.7877838612	0.3968323568
949	0.7877867222	0.3968301758
950	0.7877881527	0.3968282878
951	0.7877885103	0.3968242513
952	0.7877912521	0.3968214518
953	0.7877989113	0.3968161133
954	0.787801981	0.396813151
955	0.7878053486	0.3968086589
956	0.7878079414	0.3968061523
957	0.7878133655	0.3968028971
958	0.7878178656	0.3967990885
959	0.7878238559	0.3967951172
960	0.7878285944	0.3967916016
961	0.7878294587	0.3967886393
962	0.7878336906	0.3967854492
963	0.7878381908	0.3967817708
964	0.7878394723	0.3967786133
965	0.7878443003	0.3967734049
966	0.7878490984	0.3967703451
967	0.7878488302	0.3967680013
968	0.7878598571	0.3967595378
969	0.7878647447	0.3967559896
970	0.7878751159	0.3967499023
971	0.7878816426	0.3967445312
972	0.7878863811	0.3967416667
973	0.7878882289	0.3967389974
974	0.7878952622	0.3967342773
975	0.7878960371	0.3967308268
976	0.7879002988	0.3967271484
977	0.7879030704	0.3967253581
978	0.7879059315	0.3967218424
979	0.7879062593	0.39671875
980	0.7879098654	0.3967164714
981	0.7879134417	0.3967135417
982	0.7879153192	0.396710319
983	0.7879214883	0.3967050456
984	0.787925303	0.396702181
985	0.7879320383	0.3966979167
986	0.7879362702	0.3966938802
987	0.787938118	0.3966911784
988	0.7879419029	0.3966868815
989	0.7879469395	0.3966833333
990	0.7879511118	0.3966807943
991	0.7879561186	0.3966776042
992	0.7879574299	0.3966733724
993	0.787967056	0.3966670898
994	0.7879698873	0.3966640625
995	0.7879777849	0.3966586263
996	0.7879789174	0.3966563802
997	0.7879891992	0.3966495768
998	0.7879892588	0.3966470052
999	0.7879903913	0.3966439779
1000	0.7879998684	0.3966370117
1001	0.7880041599	0.3966333984
1002	0.7880094647	0.3966295898
1003	0.7880120873	0.3966265951
1004	0.7880157232	0.3966230469
1005	0.7880202532	0.3966194987
1006	0.7880195081	0.3966169271
1007	0.7880234718	0.3966137044
1008	0.7880259454	0.3966112956
1009	0.7880260646	0.3966101563
1010	0.7880285382	0.3966072917
1011	0.7880308628	0.3966041016
1012	0.7880368233	0.3966001628
1013	0.7880399823	0.3965974284
1014	0.7880428433	0.3965938477
1015	0.7880493402	0.3965891602
1016	0.7880536914	0.3965862956
1017	0.7880567312	0.3965835286
1018	0.7880591154	0.3965820964
1019	0.7880587876	0.3965803385
1020	0.7880607545	0.3965777669
1021	0.7880624533	0.3965760742
1022	0.7880676985	0.3965727539
1023	0.7880725861	0.3965694987
1024	0.7880772352	0.3965659505
1025	0.7880832553	0.3965614258
1026	0.7880843282	0.3965597331
1027	0.7880888581	0.3965563802
1028	0.7880896032	0.3965539388
1029	0.788092941	0.3965504883
1030	0.7880949378	0.3965473307
1031	0.7880998254	0.3965429362
1032	0.7881000638	0.3965402344
1033	0.7881036103	0.3965374674
1034	0.7881059051	0.3965341797
1035	0.7881097496	0.3965311198
1036	0.7881097794	0.3965298828
1037	0.7881111503	0.3965277669
1038	0.7881195545	0.3965221029
1039	0.7881269455	0.3965179036
1040	0.7881270051	0.3965152995
1041	0.788131088	0.3965132161
1042	0.7881356776	0.3965101237
1043	0.788139075	0.3965078451
1044	0.7881408334	0.3965052734
1045	0.7881425917	0.3965028971
1046	0.7881460786	0.3965000977
1047	0.7881478667	0.3964977539
1048	0.7881499827	0.3964960612
1049	0.7881558836	0.396491276
1050	0.7881617546	0.3964874023
1051	0.7881646454	0.3964848307
1052	0.7881673872	0.3964829427
1053	0.7881687284	0.3964802083
1054	0.7881730199	0.3964768555
1055	0.7881760001	0.3964740885
1056	0.7881795764	0.3964714844
1057	0.78818205	0.3964685872
1058	0.7881848216	0.3964661133
1059	0.788186729	0.3964631185
1060	0.7881891131	0.3964608073
1061	0.7881897986	0.3964579427
1062	0.7881896496	0.3964553385
1063	0.788192153	0.3964530924
1064	0.7881987691	0.3964488932
1065	0.7881987095	0.3964461589
1066	0.7882010937	0.3964433268
1067	0.7882014513	0.3964411133
1068	0.7882038951	0.3964388672
1069	0.7882046402	0.3964372396
1070	0.788207382	0.3964345052
1071	0.7882075608	0.3964325195
1072	0.7882097065	0.3964304362
1073	0.7882104814	0.3964280273
1074	0.7882152498	0.396424707
1075	0.7882143259	0.3964222005
1076	0.7882137001	0.3964198242
1077	0.7882148623	0.3964177083
1078	0.7882171273	0.396415332
1079	0.7882184088	0.3964126302
1080	0.7882214785	0.3964104167
1081	0.7882246077	0.3964080404
1082	0.7882280946	0.3964054362
1083	0.7882278264	0.3964036133
1084	0.7882309556	0.3964013021
1085	0.7882317901	0.3964
1086	0.7882342935	0.3963978841
1087	0.7882354558	0.3963951497
1088	0.7882394195	0.3963925781
1089	0.7882441282	0.3963890625
1090	0.7882474065	0.3963867839
1091	0.7882488668	0.3963847331
1092	0.788251698	0.3963819336
1093	0.7882543802	0.3963803385
1094	0.7882575989	0.3963770508
1095	0.7882623374	0.396373763
1096	0.7882648706	0.3963715169
1097	0.7882651687	0.3963693685
1098	0.7882665694	0.3963669271
1099	0.788272053	0.396363737
1100	0.7882796526	0.3963585612
1101	0.7882832289	0.3963561849
1102	0.7882849276	0.3963543945
1103	0.7882909775	0.396350293
1104	0.7882909775	0.396349349
1105	0.7882947326	0.3963464844
1106	0.7882986665	0.3963436523
1107	0.7883036733	0.3963388997
1108	0.7883055508	0.3963371419
1109	0.7883076966	0.3963347331
1110	0.7883100808	0.3963330729
1111	0.7883125544	0.3963302409
1112	0.7883181274	0.3963267578
1113	0.7883210182	0.3963243815
1114	0.7883236706	0.3963223633
1115	0.788325578	0.3963208333
1116	0.7883257568	0.3963188802
1117	0.788326025	0.3963158529
1118	0.7883341908	0.3963098633
1119	0.78833583	0.3963080729
1120	0.7883363366	0.3963076172
1121	0.7883423269	0.3963028646
1122	0.7883455157	0.396300944
1123	0.7883527875	0.3962957357
1124	0.7883564234	0.3962929036
1125	0.7883615494	0.3962897135
1126	0.7883655429	0.3962870768
1127	0.7883650661	0.3962849935
1128	0.7883667946	0.3962828451
1129	0.7883700728	0.3962806315
1130	0.7883705497	0.3962792318
1131	0.7883763909	0.3962757161
1132	0.7883788347	0.3962735677
1133	0.7883802056	0.3962713216
1134	0.7883829474	0.3962689779
1135	0.7883817255	0.3962669922
1136	0.7883866727	0.3962636068
1137	0.788387388	0.3962612305
1138	0.788388133	0.3962591471
1139	0.788389951	0.3962578451
1140	0.7883933187	0.3962551107
1141	0.7883963585	0.3962520182
1142	0.7883992791	0.3962495117
1143	0.7884005904	0.3962474935
1144	0.7884025872	0.3962457357
1145	0.7884093523	0.3962413086
1146	0.7884103954	0.3962397786
1147	0.7884123325	0.3962374674
1148	0.7884190381	0.3962332682
1149	0.7884207666	0.3962311849
1150	0.7884227931	0.3962295898
1151	0.7884290516	0.3962251628
1152	0.7884303033	0.3962235026
1153	0.7884321213	0.3962220378
1154	0.7884343266	0.3962193359
1155	0.7884344459	0.3962176107
1156	0.7884389758	0.3962146159
1157	0.78844136	0.3962130208
1158	0.7884434462	0.3962111654
1159	0.7884451449	0.3962098307
1160	0.7884457707	0.3962089518
1161	0.7884493768	0.3962058919
1162	0.7884555459	0.3962020508
1163	0.7884587646	0.3961999023
1164	0.7884604931	0.3961984701
1165	0.7884626687	0.396196224
1166	0.7884656191	0.3961942057
1167	0.7884682119	0.3961918945
1168	0.7884706855	0.3961902995
1169	0.7884716988	0.3961881836
1170	0.7884762883	0.3961851563
1171	0.7884773016	0.3961832031
1172	0.7884784937	0.3961818359
1173	0.788477838	0.3961808919
1174	0.7884817719	0.3961779297
1175	0.7884838581	0.3961758789
1176	0.7884861827	0.3961740234
1177	0.7884884477	0.3961716146
1178	0.7884909511	0.3961687174
1179	0.7884923816	0.3961666341
1180	0.7884955406	0.3961638672
1181	0.7884979844	0.3961617839
1182	0.7884989381	0.3961604818
1183	0.7885048687	0.3961563802
1184	0.7885064781	0.3961551758
1185	0.788508296	0.3961535807
1186	0.7885094285	0.3961523438
1187	0.7885124385	0.3961495443
1188	0.7885144949	0.3961473307
1189	0.7885188758	0.3961445964
1190	0.7885223925	0.396141276
1191	0.7885245681	0.3961395508
1192	0.7885265052	0.3961379232
1193	0.788531661	0.3961347005
1194	0.7885333896	0.3961328125
1195	0.7885359526	0.3961309896
1196	0.7885373831	0.3961295898
1197	0.7885410786	0.3961274414
1198	0.7885445952	0.396125293
1199	0.788546145	0.396123112
1200	0.7885498405	0.3961202148
1201	0.7885541022	0.3961170898
1202	0.7885596454	0.396113444
1203	0.7885623574	0.3961113607
1204	0.7885617018	0.3961099935
1205	0.7885648608	0.3961073893
1206	0.7885680199	0.3961053711
1207	0.7885732651	0.3961011719
1208	0.788577199	0.3960983724
1209	0.7885798514	0.3960967122
1210	0.7885844409	0.3960936198
1211	0.7885881066	0.3960909831
1212	0.7885902822	0.3960888997
1213	0.7885894775	0.3960870117
1214	0.788589716	0.396086263
1215	0.7885904014	0.396085319
1216	0.7885935903	0.3960820638
1217	0.7885967493	0.3960796875
1218	0.7885988653	0.3960778971
1219	0.7886018753	0.3960751628
1220	0.7886037827	0.3960728841
1221	0.788606286	0.3960710286
1222	0.7886089981	0.3960694987
1223	0.7886120081	0.3960674154
1224	0.7886151075	0.3960651042
1225	0.7886180878	0.3960630208
1226	0.788620472	0.3960609701
1227	0.788621217	0.3960601563
1228	0.7886252701	0.3960573568
1229	0.788626194	0.3960561198
1230	0.7886290848	0.3960545898
1231	0.7886328101	0.396052181
1232	0.7886362076	0.3960502279
1233	0.7886383533	0.3960480794
1234	0.7886430621	0.3960447266
1235	0.7886457741	0.3960429688
1236	0.7886475027	0.396040332
1237	0.7886511683	0.3960375
1238	0.7886537313	0.3960355794
1239	0.7886576056	0.3960328451
1240	0.7886618376	0.3960294596
1241	0.7886692882	0.3960251302
1242	0.7886705995	0.396024056
1243	0.7886754274	0.3960212891
1244	0.7886770964	0.3960195964
1245	0.7886798978	0.3960177734
1246	0.7886807323	0.3960145508
1247	0.7886820138	0.396011849
1248	0.7886836529	0.3960100911
1249	0.788684845	0.3960090495
1250	0.7886868119	0.3960068034
1251	0.7886896729	0.3960047526
1252	0.7886917591	0.3960025716
1253	0.7886943817	0.3960004883
1254	0.7886973023	0.3959985352
1255	0.7886991203	0.3959966797
1256	0.7887011766	0.3959949544
1257	0.7887038589	0.3959932943
1258	0.7887072563	0.3959905273
1259	0.7887088656	0.3959894206
1260	0.7887120545	0.3959877279
1261	0.7887146175	0.3959853516
1262	0.7887169719	0.395983431
1263	0.7887209356	0.395980599
1264	0.7887223959	0.3959788086
1265	0.788724184	0.3959772786
1266	0.7887263894	0.3959757487
1267	0.7887274623	0.395974056
1268	0.7887277007	0.3959735026
1269	0.7887288034	0.3959716471
1270	0.7887293696	0.3959703451
1271	0.788731575	0.3959682292
1272	0.7887352705	0.3959661133
1273	0.7887405753	0.3959631185
1274	0.7887431085	0.3959614583
1275	0.7887446284	0.3959594076
1276	0.7887480855	0.3959565755
1277	0.7887488306	0.3959560221
1278	0.788752377	0.3959534505
1279	0.7887530327	0.3959517578
1280	0.7887531519	0.395950651
1281	0.7887560129	0.3959489909
1282	0.7887582183	0.3959478516
1283	0.7887581289	0.3959454102
1284	0.7887616754	0.3959432943
1285	0.7887614667	0.3959427409
1286	0.7887681127	0.3959384766
1287	0.7887696624	0.3959366862
1288	0.7887734771	0.3959339518
1289	0.7887755632	0.3959321289
1290	0.7887808681	0.3959289714
1291	0.788782239	0.3959265625
1292	0.7887838781	0.3959250651
1293	0.7887885571	0.3959222005
1294	0.7887909412	0.3959202799
1295	0.7887937427	0.3959179036
1296	0.7887968123	0.3959159831
1297	0.7887988687	0.3959138346
1298	0.7888023555	0.3959111328
1299	0.7888048291	0.395909668
1300	0.7888063192	0.3959085612
1301	0.7888080776	0.395907194
1302	0.7888105512	0.3959054687
1303	0.7888132334	0.3959039062
1304	0.7888161242	0.3959022135
1305	0.7888173461	0.3959007487
1306	0.7888185978	0.3958992839
1307	0.7888177335	0.3958970703
1308	0.7888205647	0.3958952799
1309	0.7888216674	0.3958944661
1310	0.7888229489	0.395893099
1311	0.7888245583	0.3958917318
1312	0.7888274789	0.3958896484
1313	0.7888278365	0.3958880534
1314	0.7888309956	0.3958860026
1315	0.7888331711	0.3958842773
1316	0.7888391912	0.3958805013
1317	0.7888435125	0.3958782227
1318	0.7888444662	0.3958769206
1319	0.7888461947	0.3958750977
1320	0.7888479531	0.3958734375
1321	0.7888486385	0.3958728841
1322	0.7888497114	0.3958720703
1323	0.7888520658	0.3958702148
1324	0.7888535261	0.3958691732
1325	0.7888554931	0.3958676432
1326	0.7888565958	0.3958660156
1327	0.7888590395	0.395864388
1328	0.7888593674	0.3958628255
1329	0.7888610363	0.3958607422
1330	0.788862288	0.395859668
1331	0.7888650894	0.3958580404
1332	0.7888663411	0.3958569336
1333	0.7888688147	0.3958549805
1334	0.7888706923	0.3958533203
1335	0.7888731956	0.3958513997
1336	0.788874656	0.3958505208
1337	0.7888771296	0.3958486979
1338	0.788877219	0.3958465169
1339	0.7888794541	0.3958451172
1340	0.788882345	0.3958433268
1341	0.7888848484	0.395841569
1342	0.7888867259	0.3958399089
1343	0.7888889313	0.3958381836
1344	0.7888924479	0.3958361979
1345	0.7888938189	0.3958345378
1346	0.788895607	0.3958333008
1347	0.7888968587	0.3958320638
1348	0.7888997793	0.3958294596
1349	0.7889021933	0.3958282552
1350	0.7889048159	0.395826237
1351	0.7889059782	0.3958245443
1352	0.7889074087	0.3958235352
1353	0.7889070213	0.3958217448
1354	0.7889093757	0.395819694
1355	0.7889130116	0.3958169271
1356	0.7889135182	0.3958159831
1357	0.7889146209	0.3958152995
1358	0.7889172435	0.3958130859
1359	0.7889204323	0.3958107422
1360	0.7889223993	0.3958095703
1361	0.7889262438	0.3958069987
1362	0.7889276147	0.3958048503
1363	0.7889291048	0.3958033203
1364	0.788931191	0.3958021159
1365	0.7889318466	0.3958014323
1366	0.7889345288	0.3957991862
1367	0.7889347672	0.3957984049
1368	0.7889348865	0.3957981445
1369	0.7889353931	0.3957967448
1370	0.7889392376	0.3957936198
1371	0.788939774	0.3957926758
1372	0.7889420986	0.3957914062
1373	0.788944155	0.3957895508
1374	0.7889472246	0.3957878581
1375	0.7889482677	0.3957865885
1376	0.7889515758	0.3957843424
1377	0.7889552116	0.395781543
1378	0.7889577746	0.3957795898
1379	0.788959384	0.3957775716
1380	0.7889598608	0.3957758464
1381	0.7889631391	0.3957742513
1382	0.788965106	0.3957728841
1383	0.788967073	0.3957712565
1384	0.7889695764	0.3957697917
1385	0.7889719009	0.3957681641
1386	0.7889739871	0.3957663411
1387	0.7889774442	0.3957640625
1388	0.788980186	0.3957625651
1389	0.7889820635	0.3957609701
1390	0.7889855504	0.3957592122
1391	0.7889855802	0.3957576497
1392	0.7889876962	0.3957562826
1393	0.7889889479	0.3957553385
1394	0.7889906168	0.3957530924
1395	0.7889918685	0.3957519857
1396	0.7889942825	0.3957498047
1397	0.7889963388	0.3957487956
1398	0.7889980078	0.3957477539
1399	0.7889997959	0.3957467448
1400	0.7890024483	0.3957444661
1401	0.7890028656	0.3957443359
1402	0.7890047431	0.3957426432
1403	0.7890060246	0.3957417318
1404	0.7890080214	0.3957407552
1405	0.789010793	0.3957389974
1406	0.7890134156	0.3957374023
1407	0.7890144587	0.3957360026
1408	0.789019078	0.3957324544
1409	0.7890206575	0.39573125
1410	0.7890241146	0.3957288411
1411	0.78902632	0.3957274414
1412	0.7890283763	0.3957253581
1413	0.7890306711	0.3957244141
1414	0.7890324295	0.3957222656
1415	0.7890340686	0.3957205078
1416	0.7890363932	0.3957188802
1417	0.7890393734	0.3957166667
1418	0.7890433073	0.3957143229
1419	0.7890494466	0.395710612
1420	0.7890515327	0.395709082
1421	0.7890538275	0.3957072917
1422	0.7890565395	0.3957051107
1423	0.7890601158	0.3957030924
1424	0.7890612483	0.3957014974
1425	0.7890619636	0.3957005208
1426	0.7890624106	0.3956984375
1427	0.7890637517	0.3956972005
1428	0.7890663743	0.3956955404
1429	0.7890691459	0.3956935872
1430	0.7890709937	0.3956921875
1431	0.7890712023	0.3956911133
1432	0.7890723348	0.3956901367
1433	0.7890735269	0.3956888672
1434	0.7890743911	0.395686849
1435	0.7890769243	0.3956852865
1436	0.7890791893	0.3956838216
1437	0.7890809178	0.3956815755
1438	0.789083451	0.3956801758
1439	0.789085269	0.395679069
1440	0.7890865803	0.3956777018
1441	0.7890873551	0.3956770508
1442	0.7890917063	0.3956739583
1443	0.789091289	0.3956728841
1444	0.7890941203	0.3956711914
1445	0.789095968	0.3956694336
1446	0.7891008258	0.3956666341
1447	0.78910321	0.3956648112
1448	0.7891052365	0.3956633789
1449	0.7891080678	0.3956612956
1450	0.7891097069	0.3956602539
1451	0.7891103029	0.395659668
1452	0.7891134024	0.3956573242
1453	0.7891145349	0.3956558268
1454	0.7891168296	0.3956535482
1455	0.7891173065	0.3956531901
1456	0.7891187668	0.3956517253
1457	0.789121449	0.3956503906
1458	0.7891227007	0.3956487305
1459	0.7891244888	0.3956474284
1460	0.7891260982	0.3956455404
1461	0.7891274989	0.3956442383
1462	0.7891294956	0.3956430013
1463	0.7891315222	0.3956412109
1464	0.789133966	0.3956395833
1465	0.7891361713	0.3956380859
1466	0.7891379595	0.3956364258
1467	0.789142251	0.395633431
1468	0.7891437709	0.3956324544
1469	0.7891461849	0.3956305664
1470	0.7891484499	0.3956288737
1471	0.7891502976	0.3956273763
1472	0.789150387	0.3956264648
1473	0.7891510129	0.3956253906
1474	0.7891526222	0.395624056
1475	0.7891539335	0.3956229492
1476	0.7891556323	0.3956216471
1477	0.7891582251	0.3956199219
1478	0.7891611457	0.3956176107
1479	0.7891630828	0.3956163411
1480	0.7891654968	0.3956148438
1481	0.7891677022	0.3956133789
1482	0.7891682684	0.3956125326
1483	0.7891726494	0.3956097656
1484	0.7891743779	0.3956083659
1485	0.7891758978	0.3956071615
1486	0.7891772985	0.3956055339
1487	0.7891798317	0.3956036133
1488	0.7891828716	0.3956015625
1489	0.7891836464	0.3956002279
1490	0.7891838551	0.395599707
1491	0.7891858518	0.3955984049
1492	0.7891872525	0.395597168
1493	0.7891896367	0.3955953776
1494	0.7891924977	0.3955935221
1495	0.7891943455	0.3955920898
1496	0.7891968489	0.3955897786
1497	0.7891977429	0.3955889974
1498	0.789200455	0.3955868164
1499	0.7892009914	0.3955861328
